"Code1";"Code2";"NAME_Oblast"
"740";"03";"Ленинский район"
"740";"04";"Металлургический район"
"740";"05";"Советский район"
"740";"06";"Тракторозаводский район"
"740";"07";"Центральный район"
"740";"10";"Сосновский район"
"740";"11";"Копейск"
"740";"12";"Аргаяшский район"
"740";"13";"Агаповский район"
"740";"14";"Чебаркуль"
"740";"15";"Ашинский район"
"740";"16";"Усть-Катав"
"740";"17";"Уйский район"
"740";"18";"Брединский район"
"740";"19";"Еткульский район"
"740";"20";"Коркинский район"
"740";"21";"Кунашакский район"
"740";"22";"Катав-Ивановск"
"740";"23";"Верхнеуральский район"
"740";"24";"Красноармейский район"
"740";"25";"Верхний Уфалей"
"740";"26";"Пласт"
"740";"27";"Карталинский район"
"740";"28";"Чесменский район"
"740";"29";"Карабаш"
"740";"30";"Катав-Ивановский район"
"740";"33";"Коркино"
"740";"34";"Красноармейский район"
"740";"36";"Кусинский район"
"740";"37";"Касли"
"740";"40";"Пласт"
"740";"42";"Варненский район"
"740";"44";"Усть-Катав"
"740";"45";"Еманжелинск"
"740";"46";"Чебаркульский район"
"740";"48";"Верхний Уфалей"
"740";"58";"Троицк"
"740";"60";"Нагайбакский район"
"740";"62";"Локомотивный"
"740";"80";"Южноуральск"
"740";"98";"Троицк"
"740";"99";"Троицкий район"
"741";"02";"Юрюзань"
"742";"03";"Златоуст"
"743";"01";"Сатка"
"743";"02";"Саткинский район"
"744";"01";"Озерск"
"744";"02";"Каслинский район"
"744";"03";"Кыштым"
"744";"04";"Снежинск"
"745";"01";"Миасс"
"746";"01";"Магнитогорск"
"746";"02";"Магнитогорск"
"746";"03";"Магнитогорск"
"747";"01";"Трехгорный"
"748";"00";"Южноуральск"
"749";"01";"Октябрьский район"
"750";"01";"г.Чита"
"750";"04";"Нерчинский район"
"750";"05";"Балейский район"
"750";"06";"Шилкинский район"
"750";"07";"Карымский район"
"750";"08";"Забайкальский район"
"750";"11";"Могочинский район"
"750";"13";"Приаргунский район"
"750";"16";"Краснокаменский район"
"750";"17";"Чернышевский район"
"750";"18";"Тунгокоченский район"
"750";"19";"Борзинский район"
"750";"21";"Читинский район"
"750";"22";"Кыринский район"
"750";"23";"Хилокский район"
"750";"24";"Улётовский район"
"750";"27";"Ононский район"
"750";"29";"Оловянинский район"
"750";"30";"Шелопугинский район"
"750";"31";"Петровск-Забайкальский"
"750";"32";"Могойтуйский район"
"750";"33";"Алек-Заводский район"
"750";"35";"Газимуро-заводский район"
"760";"01";"Ярославль"
"760";"05";"Ростовский район"
"760";"06";"Любим"
"760";"07";"Углич"
"760";"09";"Борисоглебский"
"760";"11";"Мышкин"
"761";"01";"Рыбинск"
"761";"02";"Тутаевский район"
"761";"03";"Некоузский район"
"761";"04";"Пошехонский район"
"763";"01";"Переславль-Залесский"
"763";"02";"Переславский район"
"770";"10";"Центральный"
"770";"11";"Центральный"
"770";"12";"Центральный"
"770";"19";"Центральный"
"770";"20";"Северный"
"770";"21";"Северный"
"770";"22";"Северный"
"770";"29";"Северный"
"770";"30";"Северо-Западный"
"770";"31";"Северо-Западный"
"770";"32";"Северо-Западный"
"770";"39";"Северо-Западный"
"770";"40";"Северо-Восточный"
"770";"41";"Северо-Восточный"
"770";"42";"Северо-Восточный"
"770";"49";"Северо-Восточный"
"770";"50";"Южный"
"770";"51";"Южный"
"770";"52";"Южный"
"770";"59";"Южный"
"770";"60";"Юго-Западный"
"770";"61";"Юго-Западный"
"770";"62";"Юго-Западный"
"770";"69";"Юго-Западный"
"770";"70";"Юго-Восточный"
"770";"71";"Юго-Восточный"
"770";"72";"Юго-Восточный"
"770";"79";"Юго-Восточный"
"770";"80";"Западный"
"770";"81";"Западный"
"770";"82";"Западный"
"770";"89";"Западный"
"770";"90";"Восточный"
"770";"91";"Восточный"
"770";"92";"Восточный"
"770";"99";"Восточный"
"771";"00";"Зеленоградский"
"771";"01";"Зеленоградский"
"771";"10";"Москва"
"771";"11";"Москва"
"771";"12";"Москва"
"771";"19";"Москва"
"772";"00";"Московская область"
"772";"01";"Московская область"
"772";"02";"Московская область"
"772";"03";"Московская область"
"772";"05";"Московская область"
"772";"06";"Московская область"
"780";"01";"Адмиралтейский район"
"780";"02";"Василеостровский район"
"780";"03";"Выборгский район"
"780";"04";"Калининский район"
"780";"05";"Красногвардейский район"
"780";"06";"Кировский район"
"780";"07";"Колпинский район"
"780";"08";"Красносельский район"
"780";"09";"Курортный район"
"780";"10";"Кронштадтский район"
"780";"12";"Московский район"
"780";"13";"Невский район"
"780";"14";"Петроградский район"
"780";"15";"Петродворцовый район"
"780";"16";"Приморский район"
"780";"17";"Пушкинский район"
"780";"18";"Фрунзенский район"
"780";"19";"Центральный район"
"791";"01";"г. Биробиджан"
"791";"02";"Ленинский район"
"791";"03";"Биробиджанский район"
"830";"01";"Нарьян-Мар"
"830";"02";"Заполярный район"
"840";"01";"Норильск"
"840";"02";"Талнах"
"840";"03";"Кайеркан"
"840";"04";"Дудинка"
"840";"05";"Таймырский район"
"841";"02";"Талнах"
"860";"01";"Ханты-Мансийский район"
"860";"02";"п.Горноправдинск"
"862";"01";"г.Сургут"
"862";"02";"Сургутский район"
"862";"03";"г.Когалым"
"863";"01";"Белоярский район "
"864";"01";"Нижневартовский район"
"864";"03";"г. Радужный"
"864";"04";"Ханты-Мансийский район"
"865";"00";"г. Мегион"
"866";"01";"Нефтеюганский район"
"867";"01";"г.Нягань"
"867";"02";"Советский район"
"867";"03";"Октябрьский район"
"867";"04";"пгт.Игрим"
"867";"05";"г. Югорск"
"868";"01";"г.Пыть-Ях"
"890";"01";"г.Салехард"
"891";"01";"г.Лабытнанги"
"895";"01";"г.Новый Уренгой"
"896";"01";"г. Губкинский"
"896";"02";"Пуровский район"
"896";"03";"г. Тарко-Сале"
"897";"01";"г.Ноябрьск"
"898";"01";"г.Надым"
"898";"04";"Надымский район"
"900";"20";"Харьков"
"900";"30";"Луганск"
"900";"40";"Ровеньки"
"900";"50";"Одесса"
"900";"60";"Черкассы"
"908";"01";"Севастополь"
"908";"02";"Бахчисарай"
"909";"01";"Горловка"
"911";"01";"Байконур"
"951";"01";"Ташкент"
"953";"01";"Бишкек"
"953";"02";"Каракол"
"953";"03";"Балыкчы"
"953";"04";"Токмок"
"953";"05";"Кант"
"953";"06";"Кызыл-Кия"
"953";"07";"Иссык-Кульская область"
"953";"08";"Ош"
"953";"09";"Кадамжай"
"956";"01";"Тель-Авив"
"960";"01";"Мехадыр"
"960";"02";"Цандрыпш"
"960";"03";"Гагра"
"960";"04";"Алахадзых"
"960";"05";"Бзыбь"
"960";"06";"Пицунда"
"970";"01";"Клайпеда"
"980";"01";"Актюбинская область"
"980";"02";"Алматинская область"
"980";"03";"город Алматы"
"980";"04";"город Астана"
"980";"05";"Атырауская область"
"980";"06";"Восточно-Казахстанская область"
"980";"07";"Жамбылская область"
"980";"08";"Западно-Казахстанская область"
"980";"09";"Карагандинская область"
"980";"10";"Костанайская область"
"980";"11";"Кызылординская область"
"980";"12";"Мангистауская область"
"980";"13";"Павлодарская область"
"980";"14";"Северо-Казахстанская область"
"980";"15";"Южно-Казахстанская область"
"980";"16";"Акмолинская область"
"999";"11";
